SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,83949689,29.57,43.756603602634314
Silver,62881175,22.15,66.3738950054818
Metal Sector,18412079,6.48,11.148217371223131
Midcap Stocks,14869013,5.24,28.788640347750675
Banking & Finance Sector,13384639,4.71,202.43254058546282
Largecap Stocks,11037085,3.89,-21.0304965037822
SILVERCASE,9686161,3.41,150.38803554902984
PSU Bank Sector,8268729,2.91,40.5396737176758
IT Sector,8080944,2.85,28.580300394049402
Low Volatility Index,7985117,2.81,68.16851480840548
Smallcap Stocks,4510759,1.59,19.685669694478776
MOGOLD,3212489,1.13,8307.676201941951
Defence Sector,2844320,1.0,-2.8146082868218247
Pharma Sector,2765569,0.97,12.88096630716816
USA Market,2330220,0.82,-26.49656064770289
Gsecs - Bonds,1999713,0.7,-47.005795217964646
Oil and Gas Sector,1414253,0.5,-46.537100923979075
Public Sector Enterprise,1298598,0.46,-61.98735095394743
China Market,1142052,0.4,109.00549392227985
Auto Sector,974973,0.34,-11.621344534920507
Capital Markets & Insurance,650661,0.23,-25.0628832306778
NBFC Sector,632200,0.22,6.068308527576586
CASHIETF,580109,0.2,-70.96345185693879
Infra Sector,534876,0.19,65.77026662658332
TOP15IETF,507503,0.18,571.4068370640842
EV Sector,490716,0.17,23.557182675868738
SILVERAG,445662,0.16,34.85865414293755
Consumption Sector,402039,0.14,16.87995674116799
AONEGOLD,387399,0.14,12.356979405034325
GROWWSLVR,355515,0.13,96.77806805853831
Healthcare Sector,308345,0.11,77.76041876848399
FMCG Sector,283102,0.1,-33.04574662570448
Reality Sector,260818,0.09,-73.10516926693958
AONENIFTY,246837,0.09,36.51507358431086
GROWWPOWER,229583,0.08,-49.41545851143525
NIFTYCASE,187966,0.07,-64.94878426736234
ELM250,182515,0.06,208.61515049036186
GROWWNET,180219,0.06,-31.60776902409035
SILVER360,171476,0.06,760.3050371262292
SML100CASE,164228,0.06,-24.425812330021582
GROWWMOM50,162560,0.06,8.697251141735705
CHOICEGOLD,150711,0.05,
GROWWNIFTY,127225,0.04,16.279601144288154
EVIETF,121098,0.04,184.12754276061096
GROWWSC250,103895,0.04,-67.04779726600907
SBIBPB,90491,0.03,30.535320167909642
AONELIQUID,87207,0.03,141.972807991121
GROWWRLTY,81219,0.03,-16.765902499513217
FLEXIADD,71680,0.03,-10.111232333872566
LTGILTCASE,62966,0.02,139.93445871279962
MOSILVER,56148,0.02,-97.43762107842801
MOENERGY,53695,0.02,-11.344648812865305
LIQGRWBEES,53493,0.02,-23.401970330488574
MID150,45333,0.02,260.27179527934516
INTERNET,41464,0.01,-9.334616141517065
MOMIDMTM,30219,0.01,-62.83391548187141
Commodities,29458,0.01,-66.22757237030667
GROWWLOVOL,26047,0.01,53.72403210576016
AXISVALUE,24326,0.01,2.550482694658741
Manufacturing Sector,20735,0.01,77.6017130620985
MOTOUR,17847,0.01,-21.85050575819941
MON50EQUAL,13871,0.0,172.0870929776383
QUALITY30,12057,0.0,434.44148936170217
Select IPO Index,11717,0.0,12.425638073306466
GROWWNXT50,10418,0.0,81.18260869565216
MOMENTUM30,9896,0.0,59.202059202059196
SBILIQETF,5217,0.0,977.8925619834711
MONIFTY100,4972,0.0,63.76811594202898
MOMGF,4412,0.0,173.35811648079306
MOPSE,4286,0.0,640.2417962003454
MOINFRA,3517,0.0,-9.238709677419354
SNXT30BEES,2928,0.0,-41.428285657131426
MONEXT50,1560,0.0,-55.172413793103445
MOALPHA50,1383,0.0,-57.07635009310987
MANUFGBEES,1221,0.0,-82.37332178432221
ELIQUID,66,0.0,
EQUAL50,45,0.0,-95.93862815884476
