SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,84399916,27.71,30.22903823445046
Gold,65563122,21.53,-8.78203520183518
IT Sector,28292180,9.29,38.22722609544576
Midcap Stocks,14721796,4.83,47.68948822906895
Metal Sector,13211668,4.34,49.604690358521275
Largecap Stocks,12706146,4.17,-11.339205700238828
SILVERCASE,12661203,4.16,133.83104818751985
PSU Bank Sector,8435120,2.77,16.078158089459137
Smallcap Stocks,6558028,2.15,81.27286286619974
Capital Markets & Insurance,5240005,1.72,89.18126110852171
Low Volatility Index,4578791,1.5,-8.850613290780412
Pharma Sector,4310890,1.42,52.12786830634415
Defence Sector,2434115,0.8,-24.357151625047972
USA Market,2363533,0.78,11.405585614715985
Banking & Finance Sector,2310617,0.76,-17.00861838289038
China Market,1746991,0.57,34.78090468001521
Oil and Gas Sector,1703252,0.56,-25.098823702209195
Gsecs - Bonds,1496446,0.49,-35.10447623974871
Auto Sector,1455134,0.48,84.88245480961402
Public Sector Enterprise,964409,0.32,-31.635895781866385
Infra Sector,848531,0.28,98.14426056477808
GROWWPOWER,806948,0.26,257.9134121946784
ELM250,743705,0.24,6163.833908868863
Reality Sector,618174,0.2,-25.984736553487913
Consumption Sector,519126,0.17,39.26062241632307
SILVERAG,518185,0.17,2.97875976756572
SML100CASE,492907,0.16,96.2615668848647
FMCG Sector,469147,0.15,-24.854601573874895
NBFC Sector,459560,0.15,-83.60614801555054
ENERGY,368543,0.12,4003.585346843336
EV Sector,347780,0.11,17.146947368421053
NIFTYCASE,347367,0.11,73.34893655245376
GROWWSLVR,336057,0.11,37.87632621913694
GROWWNIFTY,335989,0.11,-59.86844541272952
AONENIFTY,318676,0.1,50.97904516446916
CHEMICAL,243937,0.08,-58.367694544759466
SILVER360,225678,0.07,648.6664012738854
Healthcare Sector,224021,0.07,9.72761692977601
AONEGOLD,223483,0.07,-47.34191949180498
GROWWMOM50,219743,0.07,93.20443834845608
GROWWSC250,197560,0.06,64.29379282815515
MOENERGY,159008,0.05,3.549821890242711
GROWWNET,139738,0.05,-25.714741374727552
GROWWRLTY,138897,0.05,124.46186166774402
FLEXIADD,105908,0.03,-5.811833551221508
CASHIETF,102598,0.03,-41.29071390967978
Commodities,101837,0.03,-77.25390429561861
CHOICEGOLD,99495,0.03,127.50034298257648
SMALL250,89411,0.03,-37.32317355279207
INTERNET,86775,0.03,9.99074696107386
MOGOLD,73314,0.02,0.522397268726091
EVIETF,47352,0.02,-14.86974812577531
MOMIDMTM,42003,0.01,290.689238210399
MOSILVER,33922,0.01,-14.455036061935743
SBIBPB,32369,0.01,-57.03553272541446
AXISVALUE,28506,0.01,8.046848349315848
LIQGRWBEES,22942,0.01,27.68254674977738
GROWWLOVOL,22612,0.01,90.86688613151009
TOP15IETF,22062,0.01,-93.33856698571816
Manufacturing Sector,19726,0.01,209.57313245448842
MID150,13914,0.0,-36.13622802588699
MOTOUR,13743,0.0,-26.746975107936677
AONELIQUID,10957,0.0,-48.92555819698877
LTGILTCASE,9198,0.0,-93.37692075058685
Select IPO Index,8955,0.0,69.66654035619553
MONEXT50,7154,0.0,378.52842809364546
MOPSE,6481,0.0,145.77171027682974
MOALPHA50,5757,0.0,111.8881118881119
MONIFTY100,4224,0.0,-71.74959871589085
MON50EQUAL,4173,0.0,-6.055830706888789
MOMENTUM30,3489,0.0,-61.55795504627589
GROWWNXT50,3445,0.0,-80.34573254221816
QUALITY30,3232,0.0,32.89473684210527
SBILIQETF,2535,0.0,-91.571072319202
MOIPO,2519,0.0,123.51375332741792
SNXT30BEES,1690,0.0,-70.7764136261456
GROWWMC150,1562,0.0,72.21609702315325
MANUFGBEES,1530,0.0,-37.140509449465895
EQUAL50,1195,0.0,-83.33565750941291
MOINFRA,787,0.0,-72.14159292035399
MOMGF,375,0.0,8.069164265129682
