SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,100997211,36.95,91.07220365817268
Gold,62054585,22.7,-10.442417560290531
Metal Sector,13005566,4.76,69.05650557147256
Largecap Stocks,12444082,4.55,-0.11940003329331393
SILVERCASE,11303737,4.14,59.99962915005155
IT Sector,10114793,3.7,5.792949286434703
Midcap Stocks,8128170,2.97,-38.1523617572884
Banking & Finance Sector,4765338,1.74,100.19728431585489
PSU Bank Sector,4599910,1.68,-14.741216922420216
Smallcap Stocks,3355507,1.23,8.963110438127885
Pharma Sector,3304729,1.21,-38.796078479306935
Low Volatility Index,2838882,1.04,91.25241517579245
Gsecs - Bonds,2791880,1.02,25.741215977026922
GROWWPOWER,2210076,0.81,427.40150340054885
Defence Sector,1590624,0.58,3.9861406204033605
USA Market,1557649,0.57,-24.67804455345002
Oil and Gas Sector,1472625,0.54,-5.353120189727588
Public Sector Enterprise,1085581,0.4,-29.87805311300773
ENERGY,789478,0.29,4074.70255406906
FMCG Sector,676806,0.25,61.8537446282395
China Market,672263,0.25,111.16904819492828
Auto Sector,607615,0.22,-35.26775964434369
NBFC Sector,568532,0.21,-23.423536273111388
GROWWSLVR,548070,0.2,143.48169900087518
Reality Sector,452672,0.17,-46.47976580641195
Infra Sector,440607,0.16,303.02861219860233
SILVERAG,429258,0.16,45.91976177364417
Capital Markets & Insurance,426489,0.16,-58.13054183323254
SML100CASE,345977,0.13,20.972670946446804
NIFTYCASE,345396,0.13,-64.23746433023678
AONEGOLD,283987,0.1,-23.95255922063872
CHOICEGOLD,280950,0.1,89.93503201076265
GROWWSC250,276843,0.1,201.61789379643955
EV Sector,259592,0.09,-27.58233021354944
GROWWRLTY,237436,0.09,280.86041512944723
Healthcare Sector,224607,0.08,14.549822009608421
GROWWNIFTY,221707,0.08,35.055433723196884
Consumption Sector,219545,0.08,-5.9341459757064206
AONENIFTY,155221,0.06,-62.03259569451137
AONETMMQ50,144403,0.05,
GROWWMOM50,134958,0.05,44.2228776609387
SMALL250,134617,0.05,-2.1920455701352863
Commodities,117229,0.04,122.01200689354772
GROWWNET,99425,0.04,7.844413350254357
CASHIETF,97113,0.04,-66.81508464266919
CHEMICAL,95904,0.04,-2.01479422943316
LTGILTCASE,93220,0.03,52.357603987905534
MOENERGY,92486,0.03,-71.73643984145562
FLEXIADD,76451,0.03,-27.50711170111891
MOSILVER,64665,0.02,501.7587939698492
INTERNET,63231,0.02,137.41598768445164
EVIETF,60756,0.02,-44.504932407745706
SILVER360,59083,0.02,128.79990705959804
MOMENTUM30,54584,0.02,363.16504030547304
TOP15IETF,47036,0.02,35.43724265023467
MID150,33961,0.01,64.65939393939394
MOMIDMTM,33915,0.01,-14.191377390952335
MOGOLD,32912,0.01,73.55903601750778
SBIBPB,27955,0.01,-31.735488754853364
ELM250,27232,0.01,-94.24557725954915
LIQGRWBEES,24639,0.01,187.23478666355794
AXISVALUE,24399,0.01,152.3686388084402
GROWWLOVOL,22020,0.01,-73.20385514018692
Manufacturing Sector,18526,0.01,-32.842746320597406
SBILIQETF,16958,0.01,546.265243902439
AONELIQUID,14986,0.01,13.521702901295358
MANUFGBEES,14448,0.01,2249.2682926829266
SNXT30BEES,11526,0.0,186.14697120158888
GROWWNXT50,9285,0.0,-59.08790482485129
MOTOUR,8665,0.0,-20.204438714430424
MOSERVICE,7551,0.0,
ENIFTY,6494,0.0,
MONIFTY100,5970,0.0,61.43861546782045
Select IPO Index,3529,0.0,-57.374078995047704
QUALITY30,3340,0.0,-80.2553795223457
MON50EQUAL,1934,0.0,-29.621542940320232
ESENSEX,1801,0.0,
MOMGF,1552,0.0,-2.9393370856785492
MONEXT50,1512,0.0,-9.406830437387658
GROWWMC150,1434,0.0,-9.640831758034027
MOINFRA,957,0.0,-41.503667481662596
MOALPHA50,829,0.0,-96.83333969975935
MOIPO,784,0.0,-81.0077519379845
MOPSE,233,0.0,-18.81533101045296
EQUAL50,109,0.0,-86.81983071342201
ELIQUID,11,0.0,-98.9433237271854
