SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,98609814,27.15,17.925917772653253
Silver,90665669,24.96,-4.68441649489786
Smallcap Stocks,25251674,6.95,245.14400230062523
IT Sector,17863241,4.92,-7.67181414038543
Largecap Stocks,17613824,4.85,23.044277451341525
Midcap Stocks,17024126,4.69,32.35252936141854
Metal Sector,13669569,3.76,125.96144086946488
SILVERCASE,9534318,2.62,12.859251900929596
PSU Bank Sector,6626760,1.82,68.8778910268744
Defence Sector,4983896,1.37,86.80115831128829
Banking & Finance Sector,4434890,1.22,45.86769751255694
Low Volatility Index,3938180,1.08,-72.0119761662097
Pharma Sector,3508547,0.97,6.191950464396285
Public Sector Enterprise,3407848,0.94,165.27422622953628
Gsecs - Bonds,2348355,0.65,-33.87258824900922
Reality Sector,2271072,0.63,257.883589879354
SML100CASE,1939361,0.53,208.4048941218378
GROWWPOWER,1723976,0.47,-78.16690368063763
GROWWCAPM,1256508,0.35,61.13993757069465
Oil and Gas Sector,1236752,0.34,6.086485114033673
Auto Sector,1163956,0.32,28.52558793845556
Healthcare Sector,1046967,0.29,377.24338812460684
USA Market,990446,0.27,-7.255531729607746
FMCG Sector,876535,0.24,-33.537074064722376
China Market,847008,0.23,199.3246705516074
NBFC Sector,749190,0.21,1.1593240112124699
GROWWRLTY,553763,0.15,619.5184699141146
EV Sector,528941,0.15,96.9434980917807
GROWWSC250,506321,0.14,155.8352576184004
AONEGOLD,499994,0.14,10.239376654988503
Consumption Sector,488138,0.13,162.43273030294884
NIFTYCASE,472632,0.13,217.04309911118565
Capital Markets & Insurance,441888,0.12,-11.801619109968543
CASHIETF,416822,0.11,400.9398134794731
SMALL250,391040,0.11,199.39285358813578
GROWWSLVR,370600,0.1,-39.442267532493
GROWWNIFTY,309719,0.09,109.16218698506172
GROWWNET,267154,0.07,16.683554918849037
CHEMICAL,255189,0.07,185.34098151688974
GROWWMOM50,250308,0.07,51.33311568179345
FLEXIADD,240866,0.07,309.810293492131
SILVERAG,223771,0.06,-46.32360172611894
AONENIFTY,201514,0.06,51.95988236181284
EVIETF,178506,0.05,172.15844120203084
TOP15IETF,153525,0.04,73.88325103067096
AONETMMQ50,151528,0.04,153.0654508408905
AONELIQUID,110809,0.03,35.74377381141968
INTERNET,92912,0.03,36.74388484973361
LTGILTCASE,89048,0.02,2.631245317812482
MOSILVER,86614,0.02,50.698564593301434
Infra Sector,84411,0.02,-96.98427992810375
SBIBPB,76986,0.02,59.897812947847214
Commodities,67334,0.02,-96.62222935671664
MOTOUR,67333,0.02,290.5626450116009
MOGOLD,59895,0.02,30.883702635374327
MID150,57737,0.02,-88.1959323530855
ENERGY,55722,0.02,-40.58918233092727
MOMIDMTM,53618,0.01,96.23760202027596
AXISVALUE,49674,0.01,479.4237723084101
MOENERGY,42906,0.01,9.928005943993236
CHOICEGOLD,36553,0.01,30.607067567084716
SILVER360,35813,0.01,27.639175992586786
Select IPO Index,33698,0.01,-31.487242045339027
SNXT30BEES,29527,0.01,1074.502784407319
Manufacturing Sector,28738,0.01,64.9334251606979
GROWWLOVOL,24927,0.01,95.6132778780507
ELM250,23237,0.01,215.50577053632045
QUALITY30,19398,0.01,1756.267942583732
GROWWNXT50,17853,0.0,564.668652271035
MOMENTUM30,14923,0.0,191.46484375
LIQGRWBEES,13321,0.0,-43.10668830614163
MONEXT50,11302,0.0,216.67133650882602
MON50EQUAL,11144,0.0,227.37955346651
MOINFRA,10811,0.0,378.5745905267818
ELIQUID,10305,0.0,192.4233825198638
MOALPHA50,7198,0.0,-20.146438872864433
MSCIADD,7079,0.0,339.4165114835506
MOMNC,6131,0.0,195.8976833976834
MOSERVICE,6026,0.0,1301.3953488372094
ENIFTY,4823,0.0,143.95548811330298
MANUFGBEES,4706,0.0,365.94059405940595
MOIPO,3915,0.0,-16.077170418006432
SBILIQETF,2394,0.0,22.018348623853214
MONIFTY100,1944,0.0,-79.42639432744207
GROWWMC150,1882,0.0,66.54867256637168
MOPSE,1677,0.0,301.1961722488038
EQUAL50,967,0.0,-82.93328626897282
ESENSEX,777,0.0,359.76331360946745
MOMGF,636,0.0,-63.55300859598854
