SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,964958183,60.83,205.69325616616908
Gold,283739047,17.89,54.168708382893804
SILVERCASE,93999178,5.93,183.26550119974536
Metal Sector,68486777,4.32,386.29319996054943
IT Sector,30691291,1.93,300.7170954468232
Midcap Stocks,22397453,1.41,92.25444920089879
Largecap Stocks,19820461,1.25,106.16333956038926
SILVERBETA,10570293,0.67,275.55876585643676
GROWWSLVR,7438386,0.47,214.89723613484762
Public Sector Enterprise,6739478,0.42,-25.377038463586878
Smallcap Stocks,6692913,0.42,152.25614451265085
Defence Sector,3677093,0.23,-58.933125900793115
Gsecs - Bonds,3447253,0.22,69.1912447134684
Pharma Sector,3431012,0.22,21.043973276575866
Low Volatility Index,2795047,0.18,215.4281851504099
MOGOLD,2258343,0.14,183.4038179664284
GROWWMETAL,2133660,0.13,172.96278338474056
GOLDBETA,2062065,0.13,122.04544573518201
AONEGOLD,1992403,0.13,164.1004704332254
PSU Bank Sector,1991016,0.13,31.30475384018803
USA Market,1924343,0.12,71.82677162542012
China Market,1839320,0.12,169.24259235946636
SILVERAG,1813618,0.11,144.70290129811605
Banking & Finance Sector,1698195,0.11,46.51421620012683
GOLDADD,1490861,0.09,165.83402279503017
MOSILVER,1443437,0.09,286.95760571762526
GROWWPOWER,1033240,0.07,63.67950980423218
ENERGY,852049,0.05,-83.36140446665921
Auto Sector,819052,0.05,42.202699769955295
Oil and Gas Sector,777828,0.05,-10.385588475204269
NIFTYBETA,694572,0.04,290.7094480570619
FMCG Sector,657501,0.04,-7.756831946531312
ELM250,616711,0.04,2476.0693400167083
EV Sector,541469,0.03,54.496637401454606
SILVER360,506640,0.03,-11.747030450618993
Capital Markets & Insurance,498095,0.03,16.877342087294007
SML100CASE,430845,0.03,-68.50027855479048
Consumption Sector,392115,0.02,1.0793239982677199
SBILIQETF,379250,0.02,3654.578754578755
AONENIFTY,371633,0.02,91.13777567478604
Healthcare Sector,349839,0.02,5.650046809410202
Reality Sector,294194,0.02,-30.64651870012612
Commodities,288095,0.02,172.2243220258906
GROWWCAPM,285719,0.02,3.906130672271964
NIFTYCASE,283522,0.02,-15.759855480681237
Infra Sector,274130,0.02,64.5536946995618
NBFC Sector,249105,0.02,-49.833048703861834
GROWWNIFTY,246647,0.02,-17.53005099055421
EVIETF,217780,0.01,14.585470827479888
CHEMICAL,205863,0.01,-25.28038502580631
SMALL250,203694,0.01,-13.970038560465598
FLEXIADD,194403,0.01,18.53769184334242
GROWWMOM50,180896,0.01,-30.65478814550166
LTGILTCASE,179505,0.01,66.6573823914436
GROWWNET,177983,0.01,2.8506212077434268
CHOICEGOLD,155581,0.01,415.1177035393835
TOP15IETF,140321,0.01,209.6500132403566
SILVERBND,140016,0.01,192.29677257734542
ITADD,126298,0.01,952.4833333333333
GROWWRLTY,107126,0.01,-12.009330825400214
GROWWSC250,98733,0.01,-22.304586982695533
MOMIDMTM,81156,0.01,-15.556619184866868
AONETMMQ50,80742,0.01,15.684504620674833
MOENERGY,75814,0.0,-52.50761116052971
MID150,45544,0.0,25.815630266029448
INTERNET,45071,0.0,57.07464975256151
TOP20,44310,0.0,36.54432837200702
AXISVALUE,41644,0.0,-4.6153141391236625
NEXT50BETA,40371,0.0,-16.88592427892039
SBIBPB,33550,0.0,11.833333333333334
GROWWLOVOL,33142,0.0,24.43960500131416
Manufacturing Sector,30457,0.0,195.21178637200737
LIQGRWBEES,25523,0.0,-9.879594647081671
BANKBETA,24249,0.0,-4.0327687193287955
MOMENTUM30,21496,0.0,204.04526166902403
DIVIDEND,20779,0.0,529.0947623372691
CASHIETF,18581,0.0,-74.6490210792005
ENIFTY,17976,0.0,1959.106529209622
AONELIQUID,16247,0.0,84.68796180516085
Select IPO Index,15498,0.0,-52.53728600741127
MONIFTY100,14994,0.0,478.2491322792133
MON50EQUAL,10862,0.0,318.4129429892142
QUALITY30,10662,0.0,404.3519394512772
MOTOUR,10124,0.0,28.022255943348505
GROWWNXT50,8525,0.0,-12.059005570455952
MOSERVICE,7301,0.0,13.33436820863086
SNXT30BEES,6902,0.0,92.73945825188494
GILT5BETA,6848,0.0,2269.5501730103806
GOLDBND,6550,0.0,-9.153952843273231
NIFTYADD,6129,0.0,45.82441113490364
MSCIADD,5656,0.0,1209.2592592592594
MOALPHA50,5357,0.0,61.35542168674699
SNXT50BETA,5017,0.0,189.6651270207852
MONEXT50,3705,0.0,22.641509433962266
SMALLADD,3178,0.0,66.91176470588235
MANUFGBEES,2997,0.0,21.680876979293544
MOMGF,2906,0.0,6082.978723404256
SENSEXBETA,2508,0.0,130.51470588235296
ELIQUID,2500,0.0,-65.61210453920219
GROWWMC150,2328,0.0,-4.590163934426229
MOINFRA,2199,0.0,-68.02849665600465
GILT10BETA,2050,0.0,-67.55815793638233
ESENSEX,1846,0.0,289.45147679324896
BANKADD,1830,0.0,-95.3496645659687
MOMNC,1750,0.0,565.3992395437263
MOIPO,1308,0.0,-47.4065138721351
EQUAL50,940,0.0,77.35849056603774
ITBETA,651,0.0,-4.545454545454546
MOPSE,573,0.0,-93.48048697235181
MIDCAPADD,560,0.0,-35.18518518518518
MIDCAPBETA,278,0.0,-78.28125
