SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,113033336,35.23,0.0
Silver,70795687,22.06,0.0
IT Sector,18328644,5.71,0.0
AONEGOLD,16411953,5.12,0.0
Gsecs - Bonds,15410971,4.8,0.0
Largecap Stocks,12624439,3.93,0.0
Midcap Stocks,10060936,3.14,0.0
Low Volatility Index,9123336,2.84,0.0
Banking & Finance Sector,5523028,1.72,0.0
SILVERCASE,4259257,1.33,0.0
Smallcap Stocks,3231289,1.01,0.0
Pharma Sector,2544079,0.79,0.0
Defence Sector,2514319,0.78,0.0
PSU Bank Sector,2347458,0.73,0.0
Metal Sector,2162509,0.67,0.0
Public Sector Enterprise,1817838,0.57,0.0
USA Market,1805566,0.56,0.0
Auto Sector,1647894,0.51,0.0
Consumption Sector,1414425,0.44,0.0
FMCG Sector,1121143,0.35,0.0
MOGOLD,1094900,0.34,0.0
Oil and Gas Sector,784816,0.24,0.0
EV Sector,782399,0.24,0.0
Commodities,580633,0.18,0.0
GROWWNIFTY,517373,0.16,0.0
Capital Markets & Insurance,444423,0.14,0.0
MOSILVER,432370,0.13,0.0
GROWWSLVR,423982,0.13,0.0
China Market,415821,0.13,0.0
GROWWMOM50,382464,0.12,0.0
Reality Sector,316370,0.1,0.0
LIQGRWBEES,295724,0.09,0.0
EVIETF,210899,0.07,0.0
AONENIFTY,206565,0.06,0.0
NBFC Sector,203278,0.06,0.0
GROWWNET,198215,0.06,0.0
GROWWPOWER,193113,0.06,0.0
Healthcare Sector,180187,0.06,0.0
GROWWLOVOL,117512,0.04,0.0
Infra Sector,94767,0.03,0.0
QUALITY30,59365,0.02,0.0
CASHIETF,50986,0.02,0.0
MID150,39198,0.01,0.0
INTERNET,38062,0.01,0.0
TOP15IETF,36383,0.01,0.0
Manufacturing Sector,32170,0.01,0.0
MOMIDMTM,27101,0.01,0.0
GROWWNXT50,24636,0.01,0.0
SNXT30BEES,14517,0.0,0.0
Select IPO Index,14400,0.0,0.0
ELM250,14065,0.0,0.0
AONELIQUID,11469,0.0,0.0
SILVER360,9352,0.0,0.0
AXISVALUE,7071,0.0,0.0
LTGILTCASE,6871,0.0,0.0
MON50EQUAL,6118,0.0,0.0
SBIBPB,5731,0.0,0.0
MANUFGBEES,3037,0.0,0.0
MOALPHA50,1850,0.0,0.0
MONEXT50,1417,0.0,0.0
MOTOUR,1249,0.0,0.0
MOINFRA,813,0.0,0.0
SBILIQETF,634,0.0,0.0
MOPSE,255,0.0,0.0
MOMGF,99,0.0,0.0
EQUAL50,90,0.0,0.0
