SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,103715134,37.2,-21.96195143099919
Gold,72146043,25.88,-9.286199017305044
Metal Sector,11992504,4.3,78.5720996989626
Largecap Stocks,10282109,3.69,-29.934674077712405
SILVERCASE,9595686,3.44,-39.37975423485378
IT Sector,9586014,3.44,4.23253498678556
Midcap Stocks,7932055,2.85,-42.73355425860646
Gsecs - Bonds,3855765,1.38,4.0717307379313565
Smallcap Stocks,3349443,1.2,-63.47248197121742
Banking & Finance Sector,3127669,1.12,43.338696882190895
Pharma Sector,2406815,0.86,-6.609505376477601
PSU Bank Sector,2172213,0.78,-16.675470121763865
Public Sector Enterprise,2072535,0.74,69.81449769351151
USA Market,1320087,0.47,55.99697953029096
Defence Sector,1318718,0.47,-35.4628775910907
SML100CASE,1175236,0.42,70.70629162399867
AONEGOLD,1065900,0.38,58.97731899718557
Low Volatility Index,1018582,0.37,-85.99660921133093
SILVERAG,925732,0.33,7.631366302559601
Oil and Gas Sector,711992,0.26,7.131550596151646
Consumption Sector,638432,0.23,-63.30091283254007
Capital Markets & Insurance,555981,0.2,-18.960531263938243
FMCG Sector,537211,0.19,-17.399045772476857
Auto Sector,526308,0.19,-10.094755236990586
GROWWSLVR,454481,0.16,-42.950480955710404
CASHIETF,419266,0.15,-15.085195109255917
Reality Sector,396057,0.14,-27.080395182107075
China Market,322880,0.12,-73.42584247931096
GROWWCAPM,312671,0.11,-38.516793924652
GROWWNIFTY,294110,0.11,-11.463852230035643
NBFC Sector,284143,0.1,-35.70988981152567
Infra Sector,232920,0.08,-30.168761823671026
GROWWPOWER,230175,0.08,-13.02598168132765
LTGILTCASE,208754,0.07,657.7827791491216
Healthcare Sector,188823,0.07,-41.44133527264607
EV Sector,182642,0.07,-27.421636571719226
GROWWSC250,165417,0.06,45.369141672012724
AONENIFTY,157683,0.06,44.622171675945374
CHOICEGOLD,123153,0.04,479.16196388261847
FLEXIADD,112449,0.04,-17.6674305713177
TOP15IETF,111785,0.04,16.8138356235958
NIFTYCASE,109633,0.04,-24.30437604429899
Commodities,103657,0.04,94.08878985900725
CHEMICAL,103069,0.04,-56.250875457891006
GROWWNET,97095,0.03,-42.83384457776705
SMALL250,88790,0.03,-51.03780659961179
MOSILVER,88061,0.03,-80.37077985475523
GROWWMOM50,85463,0.03,-75.36826693336177
EVIETF,79569,0.03,11.078692781260035
AONELIQUID,78271,0.03,241.06497015120482
SBILIQETF,71522,0.03,36767.010309278354
MOGOLD,61681,0.02,-92.7876953154689
AONETMMQ50,53064,0.02,-6.533035069487256
SILVER360,52021,0.02,-15.312484737981668
GROWWRLTY,45370,0.02,13.618150856455975
MID150,44556,0.02,47.51688518077076
AXISVALUE,41984,0.02,460.83355597114615
INTERNET,28543,0.01,-62.27963525835867
MOMIDMTM,24752,0.01,-42.33260332696519
LIQGRWBEES,22381,0.01,-27.01689167155808
GROWWLOVOL,18962,0.01,57.400182618079185
ELM250,18502,0.01,-61.63321167883211
SBIBPB,17571,0.01,-45.044256091076846
MOENERGY,17187,0.01,-31.811148581630626
MONIFTY100,14568,0.01,411.33731133731135
ENERGY,13607,0.0,-30.51981209150327
MOTOUR,13588,0.0,-23.175213433595296
GROWWNXT50,10131,0.0,30.218508997429304
MOMENTUM30,7886,0.0,-8.726851851851853
MONEXT50,6988,0.0,103.37601862630964
Manufacturing Sector,6750,0.0,-69.84587893678803
Select IPO Index,6232,0.0,-71.32075471698113
MOALPHA50,4517,0.0,-23.284646739130434
QUALITY30,4494,0.0,-9.613837489943684
ELIQUID,4024,0.0,60.83133493205436
MOINFRA,2321,0.0,-49.59826275787188
SNXT30BEES,2305,0.0,-33.82141831754235
MANUFGBEES,2029,0.0,48.97209985315712
MSCIADD,1601,0.0,-46.05795148247979
ENIFTY,1510,0.0,-16.064480266814897
ESENSEX,1375,0.0,1138.7387387387387
MOMNC,1306,0.0,171.51767151767152
MON50EQUAL,1059,0.0,-85.04870817450232
EQUAL50,905,0.0,408.4269662921348
MOSERVICE,827,0.0,-79.85874330248417
GROWWMC150,639,0.0,-26.1271676300578
MOIPO,471,0.0,-0.8421052631578947
MOPSE,330,0.0,-48.4375
MOMGF,133,0.0,-62.95264623955432
