SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,213684491,36.08,0.0
Gold,185930288,31.39,0.0
Metal Sector,42758477,7.22,0.0
SILVERCASE,23075773,3.9,0.0
GROWWPOWER,15350287,2.59,0.0
IT Sector,13165529,2.22,0.0
Midcap Stocks,11728508,1.98,0.0
Largecap Stocks,7842141,1.32,0.0
Public Sector Enterprise,4351577,0.73,0.0
Reality Sector,3962118,0.67,0.0
Capital Markets & Insurance,3959833,0.67,0.0
Gsecs - Bonds,3724001,0.63,0.0
Pharma Sector,3507646,0.59,0.0
Smallcap Stocks,2853528,0.48,0.0
Defence Sector,2702591,0.46,0.0
SILVERBETA,2192746,0.37,0.0
Low Volatility Index,2158767,0.36,0.0
Banking & Finance Sector,1999961,0.34,0.0
PSU Bank Sector,1661311,0.28,0.0
FMCG Sector,1611726,0.27,0.0
GOLDBETA,1520828,0.26,0.0
GROWWMETAL,1324561,0.22,0.0
China Market,1140376,0.19,0.0
AONEGOLD,1058663,0.18,0.0
Oil and Gas Sector,1037337,0.18,0.0
MOENERGY,1031301,0.17,0.0
MOGOLD,1005964,0.17,0.0
USA Market,887604,0.15,0.0
GROWWSLVR,879293,0.15,0.0
SILVERAG,680769,0.11,0.0
SML100CASE,567906,0.1,0.0
MOSILVER,517750,0.09,0.0
NIFTYCASE,487812,0.08,0.0
GOLDADD,470393,0.08,0.0
MID150,446562,0.08,0.0
Auto Sector,380528,0.06,0.0
CASHIETF,366079,0.06,0.0
CHEMICAL,364578,0.06,0.0
GROWWCAPM,356581,0.06,0.0
NBFC Sector,354594,0.06,0.0
MOMIDMTM,330732,0.06,0.0
SILVER360,297541,0.05,0.0
GROWWMOM50,281515,0.05,0.0
ENERGY,275283,0.05,0.0
SMALL250,244378,0.04,0.0
EV Sector,237476,0.04,0.0
Healthcare Sector,208588,0.04,0.0
GROWWNIFTY,197462,0.03,0.0
FLEXIADD,194178,0.03,0.0
Consumption Sector,186782,0.03,0.0
AONENIFTY,176191,0.03,0.0
AXISVALUE,134064,0.02,0.0
Infra Sector,129815,0.02,0.0
GROWWSC250,126296,0.02,0.0
LTGILTCASE,79478,0.01,0.0
SBILIQETF,77071,0.01,0.0
GROWWNET,72833,0.01,0.0
GROWWRLTY,69618,0.01,0.0
NEXT50BETA,64787,0.01,0.0
EVIETF,60394,0.01,0.0
INTERNET,49392,0.01,0.0
Commodities,47217,0.01,0.0
AONETMMQ50,43496,0.01,0.0
TOP20,37164,0.01,0.0
SBIBPB,36981,0.01,0.0
SILVERBND,31103,0.01,0.0
NIFTYBETA,31039,0.01,0.0
TOP15IETF,30047,0.01,0.0
LIQGRWBEES,28177,0.0,0.0
QUALITY30,27678,0.0,0.0
GROWWLOVOL,22701,0.0,0.0
CHOICEGOLD,21216,0.0,0.0
GOLDBND,20491,0.0,0.0
GROWWNXT50,16685,0.0,0.0
NIFTYADD,15178,0.0,0.0
BANKBETA,13279,0.0,0.0
DIVIDEND,13177,0.0,0.0
ITADD,12834,0.0,0.0
SMALLADD,11882,0.0,0.0
ELM250,11575,0.0,0.0
Manufacturing Sector,10947,0.0,0.0
MOTOUR,10067,0.0,0.0
MONEXT50,9541,0.0,0.0
MOMENTUM30,8044,0.0,0.0
AONELIQUID,7414,0.0,0.0
Select IPO Index,6968,0.0,0.0
MOIPO,4219,0.0,0.0
GILT10BETA,3322,0.0,0.0
MIDCAPBETA,3081,0.0,0.0
MOPSE,2876,0.0,0.0
MON50EQUAL,2627,0.0,0.0
BANKADD,2605,0.0,0.0
ELIQUID,2520,0.0,0.0
MOMGF,2487,0.0,0.0
MOALPHA50,2358,0.0,0.0
SNXT50BETA,2357,0.0,0.0
MANUFGBEES,1900,0.0,0.0
SENSEXBETA,1827,0.0,0.0
MOSERVICE,1613,0.0,0.0
SNXT30BEES,1447,0.0,0.0
MOINFRA,1242,0.0,0.0
MOMNC,1106,0.0,0.0
ITBETA,1051,0.0,0.0
MSCIADD,1031,0.0,0.0
GROWWMC150,926,0.0,0.0
MONIFTY100,726,0.0,0.0
ENIFTY,517,0.0,0.0
MIDCAPADD,213,0.0,0.0
EQUAL50,160,0.0,0.0
ESENSEX,139,0.0,0.0
GILT5BETA,6,0.0,0.0
