SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,135483056,39.44,-9.351724357202942
Gold,102660795,29.88,-5.86354613126883
SILVERCASE,13348367,3.89,-11.771428714953275
Metal Sector,12206364,3.55,40.12846984411833
Midcap Stocks,10651635,3.1,33.43201611260585
Largecap Stocks,9882588,2.88,15.076888609474844
IT Sector,7551698,2.2,-11.114519256505366
Defence Sector,4979753,1.45,129.5596707268782
Pharma Sector,4458413,1.3,26.52168817307744
Smallcap Stocks,3185121,0.93,23.37606850849616
PSU Bank Sector,2371269,0.69,0.14223567623815353
Low Volatility Index,2088319,0.61,33.47430788356018
MOGOLD,1594538,0.46,5621.547238867559
EV Sector,1571244,0.46,525.9038544272535
Gsecs - Bonds,1185019,0.34,-22.185916861745962
Public Sector Enterprise,1182323,0.34,11.158715160745933
USA Market,1017249,0.3,11.235295275461398
Banking & Finance Sector,934640,0.27,-40.07062207571451
Oil and Gas Sector,867099,0.25,-8.33040841699299
SML100CASE,691473,0.2,19.734340422437167
MOSILVER,644031,0.19,1214.4294548645835
ELM250,610730,0.18,2786.656898426053
AONEGOLD,592666,0.17,25.30227975703452
China Market,559599,0.16,63.47534719584943
SILVERAG,494992,0.14,-23.822656277653206
Auto Sector,474892,0.14,-55.42987571961926
Healthcare Sector,463343,0.13,-25.72548390975033
GROWWSLVR,458363,0.13,-2.963411458608988
GOLDADD,433304,0.13,33.52768062125391
GROWWCAPM,372213,0.11,39.51900983196081
NIFTYCASE,364143,0.11,140.81301995846945
FMCG Sector,349114,0.1,-22.562456608101
Reality Sector,327130,0.1,-1.7574523547819403
Capital Markets & Insurance,317916,0.09,-63.27892635248378
CHEMICAL,307985,0.09,76.27144835796294
MOENERGY,307441,0.09,-3.0071961965214706
GROWWNIFTY,294020,0.09,118.94733706660313
NBFC Sector,287462,0.08,-17.721308847774317
GROWWPOWER,269382,0.08,-39.97807515942301
TOP15IETF,253687,0.07,-88.51103124326342
Consumption Sector,219454,0.06,-0.16967888384957264
LTGILTCASE,218978,0.06,131.52430192110467
GROWWNET,183628,0.05,-4.90523045054376
ENERGY,172078,0.05,79.84364875316152
SBILIQETF,160204,0.05,80002.0
GROWWMOM50,146888,0.04,66.18169476185088
AONENIFTY,146664,0.04,1.5390367001059255
FLEXIADD,140650,0.04,231.46371927509247
GROWWSC250,101057,0.03,-2.4734607218683653
SMALLADD,79408,0.02,23.542224158317257
Infra Sector,71425,0.02,-71.63952717324408
INTERNET,56546,0.02,27.335780394982773
CASHIETF,56211,0.02,-50.35284973635633
SMALL250,47030,0.01,-16.032851276557757
LIQGRWBEES,45027,0.01,100.94162799000357
Commodities,40647,0.01,-53.9937295559756
TOP20,40315,0.01,
Select IPO Index,33789,0.01,358.96495517522413
MOMIDMTM,32353,0.01,24.55917455917456
EVIETF,30818,0.01,-50.44222172193098
GROWWRLTY,26603,0.01,-75.15688618280976
AONETMMQ50,26300,0.01,-66.24223443035375
MOALPHA50,20484,0.01,165.23371746730544
SBIBPB,17771,0.01,2.0090695138051777
SILVER360,17723,0.01,-94.308642847509
CHOICEGOLD,17056,0.0,-8.61551650235748
DIVIDEND,16757,0.0,
MOTOUR,16522,0.0,110.31059063136456
GROWWNXT50,12291,0.0,102.1213616181549
MID150,12161,0.0,-68.46867869736569
GROWWLOVOL,11557,0.0,8.710375317467783
ITADD,10127,0.0,-27.017872585759584
MIDCAPADD,9866,0.0,287.814465408805
AONELIQUID,9507,0.0,-70.46231280681042
Manufacturing Sector,9348,0.0,18.539183362921634
SNXT30BEES,7141,0.0,12.812006319115325
SILVERBND,4877,0.0,-26.958214767110977
MSCIADD,4828,0.0,70.17976735988721
NIFTYADD,4802,0.0,-6.284153005464481
MOIPO,4723,0.0,253.25355272999252
AXISVALUE,4423,0.0,-46.62080617909727
MON50EQUAL,4346,0.0,118.17269076305222
MOMENTUM30,3552,0.0,-61.09955098017742
QUALITY30,3198,0.0,-8.6024578450986
ELIQUID,3100,0.0,-33.103150625809235
MOINFRA,2051,0.0,-24.20546932742055
MANUFGBEES,2022,0.0,-86.12502573251905
MOPSE,1996,0.0,33.78016085790885
BANKADD,1961,0.0,54.5311268715524
ENIFTY,1686,0.0,76.72955974842768
MOMNC,1642,0.0,-56.341398564211644
MOSERVICE,1606,0.0,116.44204851752022
GROWWMC150,1359,0.0,-9.940357852882704
MONIFTY100,1201,0.0,-51.49434571890146
MONEXT50,1027,0.0,-76.5845873233014
GOLDBND,961,0.0,-87.67316572601334
MOMGF,691,0.0,-52.08044382801664
EQUAL50,541,0.0,-63.54447439353099
ESENSEX,303,0.0,158.97435897435898
