SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,80361561,32.73,24.569905797466287
Silver,57969881,23.61,37.479832731973445
IT Sector,16327543,6.65,-7.701707628383605
Largecap Stocks,10041079,4.09,-16.55734831793453
Midcap Stocks,7812515,3.18,-36.732377946159986
Metal Sector,6937034,2.83,-14.507069800562252
SILVERCASE,6872725,2.8,35.124308327749624
Smallcap Stocks,4394924,1.79,-3.554331231534834
FMCG Sector,3726348,1.52,373.78266010603807
PSU Bank Sector,3710550,1.51,51.76948854719229
Banking & Finance Sector,3442653,1.4,109.48688490873046
Gsecs - Bonds,2938472,1.2,41.397366716614556
Pharma Sector,2594355,1.06,-59.93387368357003
Oil and Gas Sector,2542778,1.04,-73.14803472495612
Public Sector Enterprise,2236726,0.91,36.76316468497818
Defence Sector,1507779,0.61,-55.37171809734891
USA Market,1243464,0.51,-33.75505441992041
Low Volatility Index,1211142,0.49,-28.778599155205047
MOGOLD,1211106,0.49,4538.4756798161625
Auto Sector,1109613,0.45,-19.216681821855065
Infra Sector,1043347,0.42,148.46682892211263
Consumption Sector,889879,0.36,8.83306529037308
SML100CASE,789687,0.32,-24.251519406970857
China Market,743967,0.3,0.4088061349262691
Reality Sector,632822,0.26,-15.38828714034921
NIFTYCASE,607105,0.25,55.583375190921856
Commodities,542156,0.22,545.2240973032157
AONEGOLD,509197,0.21,111.51500801701435
GROWWPOWER,441568,0.18,-43.93093456484281
AONENIFTY,432638,0.18,208.17964882287993
MOSILVER,416012,0.17,5698.884862001672
Capital Markets & Insurance,304790,0.12,-50.82668095019909
SILVERAG,291173,0.12,35.53331626597156
FLEXIADD,270376,0.11,-12.644138657430592
LIQGRWBEES,268063,0.11,612.7250006646991
EV Sector,257312,0.1,-17.406962785114047
GROWWNIFTY,238927,0.1,-39.697182316537614
Healthcare Sector,218400,0.09,-17.171701848466693
GROWWSLVR,172365,0.07,-42.80770328292045
LTGILTCASE,170083,0.07,382.6692774845337
GROWWSC250,166105,0.07,-42.81115510414873
GROWWNET,160699,0.07,-7.853964540471112
ELM250,150804,0.06,-37.756058098308145
CHEMICAL,129594,0.05,-26.317225851570097
NBFC Sector,128336,0.05,-70.653983353151
CHOICEGOLD,108888,0.04,-54.54287384152959
CASHIETF,105489,0.04,-87.69069739762377
EVIETF,100515,0.04,-10.111605945162848
GROWWMOM50,85575,0.03,-64.08094222729639
INTERNET,61997,0.03,16.03623500346254
MOENERGY,57361,0.02,-83.37526156842515
GROWWRLTY,56021,0.02,-65.67067229620007
MOMIDMTM,53677,0.02,-5.1659864666702
SMALL250,53625,0.02,59.636222910216716
TOP15IETF,49690,0.02,-51.230763190954775
SBIBPB,45315,0.02,7.404422744187149
Select IPO Index,38734,0.02,2.432961337070926
SILVER360,27968,0.01,96.11527943341981
AONELIQUID,25440,0.01,115.556685307575
GROWWLOVOL,17992,0.01,-11.159391665020738
AXISVALUE,15943,0.01,-48.95299692622951
Manufacturing Sector,14461,0.01,-33.54625247001516
MID150,10370,0.0,-84.59046600095103
ENERGY,6213,0.0,-40.56251793743423
MOTOUR,5857,0.0,-46.817397620993376
MONEXT50,2547,0.0,-29.485049833887047
MONIFTY100,2535,0.0,-36.48208469055375
MOMENTUM30,2442,0.0,-89.7433743542358
GROWWNXT50,1874,0.0,-86.76553672316383
GROWWMC150,1836,0.0,-2.651113467656416
SNXT30BEES,1666,0.0,-14.651639344262296
MOINFRA,1627,0.0,-73.23572956078303
MOALPHA50,1361,0.0,124.21746293245471
MON50EQUAL,1013,0.0,-80.53046319431097
EQUAL50,834,0.0,-46.64107485604607
QUALITY30,724,0.0,-80.09348364036293
MOIPO,565,0.0,-38.183807439824946
SBILIQETF,475,0.0,-89.9789029535865
MANUFGBEES,328,0.0,-84.70862470862471
MOMGF,234,0.0,17.0
MOPSE,208,0.0,-89.88326848249028
