SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,64511216,28.21,-1.6044171905053577
Silver,42166098,18.44,-50.040118523340716
IT Sector,17689973,7.74,-37.47398397719794
Midcap Stocks,12348362,5.4,-16.121905234931933
Largecap Stocks,12033509,5.26,-5.293792468621091
Oil and Gas Sector,9469616,4.14,455.97269223814203
Metal Sector,8114161,3.55,-38.5833719103447
Pharma Sector,6475183,2.83,50.20524764027846
SILVERCASE,5086224,2.22,-59.82827224237697
Smallcap Stocks,4556891,1.99,-30.514310094436926
Defence Sector,3378528,1.48,38.79902962678427
PSU Bank Sector,2444859,1.07,-71.01571761871793
Gsecs - Bonds,2078166,0.91,38.87343746449922
USA Market,1877070,0.82,-20.582026990949565
Low Volatility Index,1700531,0.74,-62.8606983808608
Banking & Finance Sector,1643374,0.72,-28.877265249931078
Public Sector Enterprise,1635474,0.72,69.58302960673323
Auto Sector,1373567,0.6,-5.605463139477189
SML100CASE,1042512,0.46,111.50277841458936
CASHIETF,856986,0.37,735.2852882122459
Consumption Sector,817655,0.36,57.5060775226053
GROWWPOWER,787543,0.34,-2.404739834537046
FMCG Sector,786510,0.34,67.64681432472125
Reality Sector,747913,0.33,20.98745660606884
China Market,740938,0.32,-57.5877608985965
Capital Markets & Insurance,619828,0.27,-88.17123266103754
NBFC Sector,437320,0.19,-4.839411611106276
Infra Sector,419914,0.18,-50.51282746299193
GROWWNIFTY,396212,0.17,17.924098705612387
NIFTYCASE,390212,0.17,12.334217124827632
MOENERGY,345034,0.15,116.99159790702353
EV Sector,311542,0.14,-10.419805624245212
FLEXIADD,309511,0.14,192.24515617328245
GROWWSLVR,301378,0.13,-10.319380343215585
GROWWSC250,290450,0.13,47.01862725248026
Healthcare Sector,263678,0.12,17.702358261055885
ELM250,242279,0.11,-67.42270120545109
AONEGOLD,240738,0.11,7.720945217309594
CHOICEGOLD,239540,0.1,140.75581687521986
GROWWMOM50,238244,0.1,8.419380822142228
SILVERAG,214835,0.09,-58.54086860870152
CHEMICAL,175881,0.08,-27.899006710749084
GROWWNET,174396,0.08,24.802129699866892
GROWWRLTY,163187,0.07,17.487778713723117
AONENIFTY,140385,0.06,-55.94741995004331
EVIETF,111822,0.05,136.15053218449063
TOP15IETF,101888,0.04,361.8257637566857
Commodities,84026,0.04,-17.489713954653023
MID150,67296,0.03,383.65674859853385
MOMIDMTM,56601,0.02,34.75466038140133
INTERNET,53429,0.02,-38.42811869778162
SBIBPB,42191,0.02,30.34384750841855
Select IPO Index,37814,0.02,322.2668900055835
LIQGRWBEES,37611,0.02,63.93949960770639
LTGILTCASE,35238,0.02,283.10502283105023
SMALL250,33592,0.01,-62.429678674883405
AXISVALUE,31232,0.01,9.56289903879885
MOGOLD,26110,0.01,-64.38606541724636
MOMENTUM30,23809,0.01,582.4018343364861
Manufacturing Sector,21761,0.01,10.316333772685796
GROWWLOVOL,20252,0.01,-10.436936140102599
SILVER360,14261,0.01,-93.68081957479241
GROWWNXT50,14160,0.01,311.03047895500725
AONELIQUID,11802,0.01,7.711964953910742
MOTOUR,11013,0.0,-19.8646583715346
ENERGY,10453,0.0,-97.16369595949455
MOSILVER,7174,0.0,-78.85148281351336
MOINFRA,6079,0.0,672.4269377382466
MON50EQUAL,5203,0.0,24.682482626407857
SBILIQETF,4740,0.0,86.98224852071006
MONIFTY100,3991,0.0,-5.516098484848484
QUALITY30,3637,0.0,12.530940594059405
MONEXT50,3612,0.0,-49.510763209393346
MANUFGBEES,2145,0.0,40.19607843137255
MOPSE,2056,0.0,-68.27650054004012
SNXT30BEES,1952,0.0,15.502958579881657
GROWWMC150,1886,0.0,20.742637644046095
EQUAL50,1563,0.0,30.794979079497907
MOIPO,914,0.0,-63.715760222310436
MOALPHA50,607,0.0,-89.45631405245787
MOMGF,200,0.0,-46.666666666666664
