SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,149460158,42.01,-18.08562167798319
Gold,109055303,30.65,-29.56400911258539
SILVERCASE,15129302,4.25,-24.94731807727489
Metal Sector,8710838,2.45,9.675370729414585
Largecap Stocks,8587813,2.41,-45.003291677179966
IT Sector,8495986,2.39,51.41377678728165
Midcap Stocks,7982818,2.24,-22.288494891542133
Pharma Sector,3523833,0.99,79.18967240907625
Smallcap Stocks,2581636,0.73,-10.465250971946215
PSU Bank Sector,2367901,0.67,-15.694147797043689
TOP15IETF,2208092,0.62,3939.0202857195122
Defence Sector,2169263,0.61,30.479394995467757
Low Volatility Index,1564585,0.44,-65.00982444809324
Banking & Finance Sector,1559569,0.44,-8.02481185581146
Gsecs - Bonds,1522885,0.43,-51.90536104652742
Auto Sector,1065494,0.3,90.20293187287125
Public Sector Enterprise,1063635,0.3,16.753639924128
Oil and Gas Sector,945896,0.27,-57.57693725629846
USA Market,914502,0.26,14.148803780570157
Capital Markets & Insurance,865759,0.24,199.05216216869718
SILVERAG,649789,0.18,-18.110098287189142
Healthcare Sector,623825,0.18,-68.00862983652645
SML100CASE,577506,0.16,43.12239005712445
AONEGOLD,472989,0.13,-45.78692735393937
GROWWSLVR,472361,0.13,-27.520311792731484
FMCG Sector,450833,0.13,-16.23411853453882
GROWWPOWER,448806,0.13,-73.51339420607343
NBFC Sector,349376,0.1,-27.994295206572055
China Market,342314,0.1,-41.792341661409544
Reality Sector,332982,0.09,38.47535795527794
GOLDADD,324505,0.09,-37.193715210305875
MOENERGY,316973,0.09,272.20878346641615
SILVER360,311402,0.09,-8.160779537149818
GROWWCAPM,266783,0.07,20.99496124558372
Infra Sector,251847,0.07,-12.696508858714681
EV Sector,251036,0.07,-36.12721837033268
Consumption Sector,219827,0.06,-40.313222065647395
GROWWNET,193100,0.05,-35.88594271902039
CHEMICAL,174722,0.05,-37.433260401708814
NIFTYCASE,151214,0.04,-62.68200708778788
AONENIFTY,144441,0.04,-50.13756606450589
GROWWNIFTY,134288,0.04,-46.137648054484856
CASHIETF,113221,0.03,16.23019987475747
GROWWRLTY,107084,0.03,42.60943680166203
GROWWSC250,103620,0.03,-30.680153330523613
ENERGY,95682,0.03,659.2604348516109
LTGILTCASE,94581,0.03,-69.77866251705484
GROWWMOM50,88390,0.02,-55.17793937181165
Commodities,88351,0.02,-11.254972076017518
AONETMMQ50,77908,0.02,38.34324780253929
SMALLADD,64276,0.02,
EVIETF,62186,0.02,29.011244346707603
SMALL250,56010,0.02,9.62362750278903
MOSILVER,48997,0.01,-94.98147641712835
INTERNET,44407,0.01,-54.740768674133946
FLEXIADD,42433,0.01,-72.77195639200991
MID150,38568,0.01,228.46193152784875
AONELIQUID,32186,0.01,131.9544537330643
MOGOLD,27869,0.01,-98.80441562698145
MOMIDMTM,25974,0.01,8.759735365547273
LIQGRWBEES,22408,0.01,88.06546370121696
ELM250,21157,0.01,19.120545014357297
CHOICEGOLD,18664,0.01,-27.49310438599899
SBIBPB,17421,0.0,-42.186307370656756
MANUFGBEES,14573,0.0,598.2750359367512
ITADD,13876,0.0,-62.533750945026455
GROWWLOVOL,10631,0.0,-14.245381947245301
MOMENTUM30,9131,0.0,21.63314240042627
AXISVALUE,8286,0.0,-68.54333548460575
Manufacturing Sector,7886,0.0,-3.4051935325820675
MOTOUR,7856,0.0,-33.19159792499362
GOLDBND,7796,0.0,29.58776595744681
MOALPHA50,7723,0.0,110.83811083811084
Select IPO Index,7362,0.0,-2.619047619047619
SILVERBND,6677,0.0,-50.24960882199538
SNXT30BEES,6330,0.0,12.593383137673426
GROWWNXT50,6081,0.0,-52.86411906053794
NIFTYADD,5124,0.0,-57.92067011579207
ELIQUID,4634,0.0,2.977777777777778
MONEXT50,4386,0.0,154.70383275261324
MOMNC,3761,0.0,-40.24467747060692
QUALITY30,3499,0.0,-45.936341161928304
MSCIADD,2837,0.0,-65.16026034630971
MOINFRA,2706,0.0,-86.51651801285564
MIDCAPADD,2544,0.0,
MONIFTY100,2476,0.0,-90.39528298227239
MON50EQUAL,1992,0.0,-72.56954007160562
GROWWMC150,1509,0.0,31.44599303135889
MOPSE,1492,0.0,334.98542274052477
EQUAL50,1484,0.0,403.05084745762707
MOMGF,1442,0.0,719.3181818181819
MOIPO,1337,0.0,-51.38181818181818
BANKADD,1269,0.0,-75.18091140230784
ENIFTY,954,0.0,-70.34504196456326
MOSERVICE,742,0.0,-65.11518570756934
SBILIQETF,200,0.0,-99.90878325990386
ESENSEX,117,0.0,-9.30232558139535
