SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,87857954,34.07,-22.272528522028225
Silver,55122670,21.38,-22.138378288496586
Largecap Stocks,13758355,5.34,8.981911988326768
IT Sector,12134484,4.71,-33.794971411960425
Metal Sector,11296263,4.38,422.36836933395426
Midcap Stocks,10919549,4.23,8.53412644708206
PSU Bank Sector,7402160,2.87,215.32662139216123
Low Volatility Index,4509264,1.75,-50.5743951554563
SILVERCASE,4355313,1.69,2.255229022338873
Smallcap Stocks,3748543,1.45,16.007667528345497
Pharma Sector,3465956,1.34,36.2361782004411
Gsecs - Bonds,3243005,1.26,-78.95651740568455
Oil and Gas Sector,2731934,1.06,248.09866261646044
Banking & Finance Sector,2640128,1.02,-52.19781612550217
MOGOLD,2444668,0.95,123.27774225956709
Public Sector Enterprise,1813234,0.7,-0.25326789295855845
USA Market,1773668,0.69,-1.7666482421578606
Defence Sector,1457223,0.57,-42.04303431664796
MOSILVER,1139406,0.44,163.52568402063048
EVIETF,994146,0.39,371.384880914561
SILVERAG,978780,0.38,
Capital Markets & Insurance,907418,0.35,104.17890163200374
Reality Sector,883872,0.34,179.37920788949648
FMCG Sector,835618,0.32,-25.467313268690972
Auto Sector,833258,0.32,-49.434975793345934
China Market,812782,0.32,95.46439453514853
AONEGOLD,770713,0.3,-95.30395316145494
NBFC Sector,748730,0.29,268.3281024016372
EV Sector,584078,0.23,-25.34780847112535
GROWWPOWER,512324,0.2,165.29752010480908
GROWWSC250,423834,0.16,
Consumption Sector,322853,0.13,-77.17425809074359
FLEXIADD,289533,0.11,
GROWWNET,283294,0.11,42.92258406276013
SBIBPB,261225,0.1,4458.105042749956
GROWWSLVR,253833,0.1,-40.131184814449675
GROWWMOM50,252785,0.1,-33.90619770749665
Healthcare Sector,227510,0.09,26.263270935195106
SML100CASE,216845,0.08,
CASHIETF,201769,0.08,295.73412309261363
AONENIFTY,168634,0.07,-18.362742962263695
SILVER360,149497,0.06,1498.5564585115483
NIFTYCASE,145490,0.06,
GROWWRLTY,131275,0.05,
Infra Sector,125740,0.05,32.683318032648494
GROWWNIFTY,125168,0.05,-75.80700964294618
MOMIDMTM,107217,0.04,295.62008781963766
LTGILTCASE,97045,0.04,1312.385387862029
Commodities,94446,0.04,-83.73395931681458
INTERNET,94272,0.04,147.6801008880248
MOENERGY,70833,0.03,
MONIFTY100,33691,0.01,
AXISVALUE,32418,0.01,358.4641493423844
TOP15IETF,29961,0.01,-17.65110078882995
Manufacturing Sector,25453,0.01,-20.879701585327943
LIQGRWBEES,24292,0.01,-91.78558385521634
GROWWLOVOL,23881,0.01,-79.67782013751787
GROWWNXT50,20639,0.01,-16.224224711803863
MID150,18666,0.01,-52.38022348078984
ELM250,11263,0.0,-19.921791681478847
Select IPO Index,10344,0.0,-28.166666666666668
MONEXT50,6367,0.0,349.32956951305573
MOTOUR,5224,0.0,318.2546036829463
MANUFGBEES,4930,0.0,62.33124794204807
MOMENTUM30,4640,0.0,
MON50EQUAL,4234,0.0,-30.794377247466493
MOINFRA,3959,0.0,386.9618696186962
MOALPHA50,3751,0.0,102.75675675675674
AONELIQUID,3331,0.0,-70.95649141163135
SNXT30BEES,2427,0.0,-83.28166976648068
QUALITY30,1810,0.0,-96.95106544260086
SBILIQETF,1514,0.0,138.801261829653
MOMGF,458,0.0,362.62626262626264
MOPSE,316,0.0,23.92156862745098
EQUAL50,60,0.0,-33.33333333333333
