SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,104004139,34.61,-10.600146814504415
Silver,89961559,29.94,-13.489711848994196
Metal Sector,11886848,3.96,53.70036385829439
Midcap Stocks,10244836,3.41,-34.21418598592681
IT Sector,8706982,2.9,13.558260972995589
Largecap Stocks,8451133,2.81,-18.36827797351739
SILVERCASE,6828155,2.27,-15.999948823626164
Banking & Finance Sector,4818651,1.6,68.87051820264458
Low Volatility Index,4074233,1.36,-25.488948525208134
Pharma Sector,3869485,1.29,2.7467025734969037
Smallcap Stocks,3650147,1.21,17.965408118020125
PSU Bank Sector,3336779,1.11,-59.3823245536781
Public Sector Enterprise,3058533,1.02,46.24249071918876
USA Market,2730010,0.91,66.38661403261776
Gsecs - Bonds,1985613,0.66,-20.667061943692204
Defence Sector,1933342,0.64,-24.837055891044287
Auto Sector,1238274,0.41,52.61388972080796
ELM250,1181344,0.39,16323.522869456418
MOGOLD,1156870,0.38,1649.837399603709
China Market,1060385,0.35,-57.26768002211602
Reality Sector,926798,0.31,114.82350268761749
Healthcare Sector,825329,0.27,176.91794082022273
Oil and Gas Sector,775848,0.26,-64.86202017749967
Consumption Sector,676411,0.23,168.78717917131925
NIFTYCASE,589098,0.2,214.33312701427872
FMCG Sector,556028,0.19,-22.507184448699828
MOSILVER,455070,0.15,975.8410364311213
GROWWSLVR,387023,0.13,-27.954034799670136
EV Sector,354207,0.12,-7.65446453944161
AONEGOLD,351704,0.12,-47.085524286670726
Capital Markets & Insurance,338841,0.11,-51.60852203916551
SILVERAG,327434,0.11,-26.121820905759822
NBFC Sector,322330,0.11,-1.2054692073572548
CASHIETF,289980,0.1,-80.90386275647387
TOP15IETF,284532,0.09,71.96941766643499
GROWWNIFTY,274848,0.09,24.087116697366994
GROWWPOWER,256520,0.09,-29.33995162987489
SILVER360,254577,0.08,1267.0031681254363
SMALL250,235530,0.08,2210.476751030018
GROWWSC250,226208,0.08,2.2986998304126627
SML100CASE,218151,0.07,1.2531851789966164
GROWWRLTY,184150,0.06,253.1092404747752
FLEXIADD,169263,0.06,81.480250461037
GROWWNET,142790,0.05,-25.830697229883803
AONENIFTY,137708,0.05,-43.11772748489217
GROWWMOM50,124943,0.04,-48.60766054064726
MOENERGY,110622,0.04,137.00482056775576
SBIBPB,104314,0.03,-20.393476651632746
INTERNET,102925,0.03,-7.349062463430222
Infra Sector,84372,0.03,-19.488525215897706
CHOICEGOLD,74421,0.02,151.4817693373433
LTGILTCASE,72893,0.02,213.7206800086077
ENERGY,57201,0.02,280.1236044657097
Commodities,55412,0.02,-9.081661115395343
AXISVALUE,52560,0.02,151.55547046999138
MOMIDMTM,38597,0.01,-39.9539507459668
Manufacturing Sector,31626,0.01,71.96454787667881
LIQGRWBEES,25656,0.01,-74.53347097593901
AONELIQUID,22039,0.01,-1.747581472069903
EVIETF,21519,0.01,-86.85268457195924
GROWWLOVOL,20597,0.01,-4.546297154509222
MID150,19831,0.01,11.88783570300158
Select IPO Index,17402,0.01,101.01651842439645
MONEXT50,16749,0.01,438.8996138996139
MOTOUR,14467,0.0,263.5838150289017
MONIFTY100,8779,0.0,15.179742849645761
SNXT30BEES,8374,0.0,251.84873949579833
GROWWNXT50,7529,0.0,-77.76103972825284
GROWWMC150,4846,0.0,-79.82346573403281
MOMENTUM30,4751,0.0,-60.309106098579775
MOALPHA50,4514,0.0,-83.59142130134497
MON50EQUAL,1921,0.0,-92.64773423147581
QUALITY30,1827,0.0,-82.30337078651685
MOINFRA,1666,0.0,-14.782608695652174
MANUFGBEES,1210,0.0,-19.063545150501675
EQUAL50,839,0.0,216.60377358490567
SBILIQETF,446,0.0,-90.28957108643588
MOMGF,332,0.0,-10.02710027100271
MOPSE,149,0.0,-96.27872127872128
