SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,105563367,32.04,-21.92153248912561
Gold,84630435,25.69,-7.688378685433641
IT Sector,23521335,7.14,30.590686669818357
SILVERCASE,13465493,4.09,-5.752142459187588
Metal Sector,12927765,3.92,49.046095717971255
Banking & Finance Sector,11658169,3.54,399.9090502894868
GROWWCAPM,11180303,3.39,
Largecap Stocks,11025853,3.35,-30.07646347835357
Midcap Stocks,7030236,2.13,-71.02587343858707
Pharma Sector,4336981,1.32,-42.94743998371949
PSU Bank Sector,3137081,0.95,-66.13712996432562
Gsecs - Bonds,2167952,0.66,15.382081213114038
Smallcap Stocks,2107777,0.64,-19.842794633614673
Defence Sector,2091796,0.63,-36.79471416912447
Public Sector Enterprise,1687841,0.51,-16.780881860615555
Oil and Gas Sector,1414670,0.43,17.81739623612616
USA Market,1246170,0.38,-10.158167822699776
Low Volatility Index,1057388,0.32,-83.07900883537324
China Market,1002988,0.3,-12.021992133636946
Auto Sector,896144,0.27,-50.359558404006044
SILVERAG,616371,0.19,-8.637998834946275
GROWWSLVR,602876,0.18,-54.29405806682476
SILVER360,578541,0.18,292.6064916292863
Capital Markets & Insurance,574589,0.17,-42.31045720791725
MOGOLD,567438,0.17,707.0401501898707
FMCG Sector,542418,0.16,-20.272627990963354
SML100CASE,474924,0.14,0.8269129926182889
NBFC Sector,456104,0.14,-43.038478974626685
GROWWPOWER,447623,0.14,-6.894177649094782
Reality Sector,418344,0.13,-42.289021168583034
GROWWMOM50,399330,0.12,71.79252223068286
AONEGOLD,371453,0.11,-29.50017556013172
Consumption Sector,317988,0.1,-6.967735895425449
SBILIQETF,281946,0.09,56176.64670658683
LIQGRWBEES,254983,0.08,798.3019200281839
EV Sector,253329,0.08,-5.087520793681718
NIFTYCASE,218955,0.07,-20.67738768471657
MOSILVER,217457,0.07,75.85356386161834
GROWWNET,152441,0.05,-39.183183326950086
GROWWSC250,149123,0.05,15.411345871062613
EVIETF,146744,0.04,439.0045913682277
Healthcare Sector,146179,0.04,-31.442172404089675
GROWWNIFTY,115678,0.04,-52.81106968319885
Infra Sector,109948,0.03,-85.61377752829866
AONENIFTY,108219,0.03,-23.822160902710806
CASHIETF,103134,0.03,-45.472137041345036
FLEXIADD,99468,0.03,-56.996108949416346
MOMIDMTM,92308,0.03,95.16258615586283
LTGILTCASE,87068,0.03,34.59267274694698
GROWWRLTY,71839,0.02,-26.54123421442814
CHEMICAL,64745,0.02,-46.477580847827525
INTERNET,57471,0.02,-73.30580508513938
AONETMMQ50,52588,0.02,-41.42440241484551
MOENERGY,46041,0.01,-40.41002808588846
AONELIQUID,42497,0.01,-31.54919141807873
GROWWLOVOL,41917,0.01,172.3297817047817
SMALL250,37690,0.01,-74.67682549920718
SBIBPB,32387,0.01,-87.3825403998691
Commodities,27839,0.01,-98.00274632245328
CHOICEGOLD,27331,0.01,2.8254326561324303
TOP15IETF,24661,0.01,-68.65538848710551
GROWWNXT50,17983,0.01,219.24374223326825
MOTOUR,13416,0.0,42.32972628898791
ENERGY,12507,0.0,-14.686221009549797
MOINFRA,9325,0.0,102.36545138888889
AXISVALUE,8728,0.0,-89.7906187858229
MSCIADD,8657,0.0,-30.616334054660577
Manufacturing Sector,8376,0.0,-69.36020777700553
Select IPO Index,8208,0.0,-16.458015267175572
MID150,8105,0.0,-50.91151353643026
MOMENTUM30,6322,0.0,-67.93629862555154
MOALPHA50,5845,0.0,-46.44493311343229
MONEXT50,5843,0.0,-37.978983122810746
SNXT30BEES,5470,0.0,-63.960996178679665
MONIFTY100,5040,0.0,-56.028616297330316
ELM250,4369,0.0,22.483880011213905
ELIQUID,4100,0.0,-18.375472825004977
MOMGF,3415,0.0,947.5460122699386
MOIPO,2566,0.0,378.73134328358213
MOSERVICE,1022,0.0,-79.00575184880854
MOMNC,987,0.0,
ENIFTY,904,0.0,-75.17847336628226
MANUFGBEES,851,0.0,-83.07141436244281
MOPSE,587,0.0,-64.46731234866829
GROWWMC150,562,0.0,-20.845070422535212
QUALITY30,432,0.0,-94.18103448275862
ESENSEX,398,0.0,-67.79935275080906
MON50EQUAL,187,0.0,-94.20693928128873
EQUAL50,136,0.0,-87.93256433007986
