SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,95121559,29.77,-9.891507155128918
Gold,83620137,26.17,-1.1937762106504592
IT Sector,19347549,6.05,-17.744681583762144
Largecap Stocks,14315029,4.48,29.83148786765069
Low Volatility Index,14070947,4.4,1230.7269422388
Midcap Stocks,12862713,4.03,82.96274833447981
SILVERCASE,8447972,2.64,-37.26206682518048
GROWWPOWER,7896159,2.47,1664.0199453558016
Smallcap Stocks,7316272,2.29,247.10844648176726
Metal Sector,6049514,1.89,-53.205260151309986
PSU Bank Sector,3923995,1.23,25.084274202674393
Gsecs - Bonds,3551258,1.11,63.80704000826587
Pharma Sector,3303967,1.03,-23.818734737366846
Banking & Finance Sector,3040351,0.95,-73.92085326606606
Infra Sector,2799033,0.88,2445.7789136682795
Defence Sector,2668022,0.83,27.546950084998727
Commodities,1993445,0.62,7060.61999353425
FMCG Sector,1318833,0.41,143.13960819884295
Public Sector Enterprise,1284651,0.4,-23.887913612715888
Oil and Gas Sector,1165796,0.36,-17.59237136576021
USA Market,1067930,0.33,-14.303024466966786
Auto Sector,905622,0.28,1.057642521737578
GROWWCAPM,779762,0.24,-93.02557363606336
NBFC Sector,740604,0.23,62.37612474347956
Reality Sector,634584,0.2,51.68951867362745
SML100CASE,628836,0.2,32.40771154963741
GROWWSLVR,611978,0.19,1.5097632017197566
Capital Markets & Insurance,501016,0.16,-12.804456750825372
MID150,489128,0.15,5934.892041949414
AONEGOLD,453553,0.14,22.1023924964935
SILVERAG,416889,0.13,-32.36394963423003
China Market,282973,0.09,-71.78700044267728
EV Sector,268575,0.08,6.018260838672241
GROWWNET,228956,0.07,50.193189496264125
Healthcare Sector,219378,0.07,50.0749081605429
GROWWSC250,197909,0.06,32.715275309643715
Consumption Sector,186005,0.06,-41.50565430142018
GROWWMOM50,165402,0.05,-58.58012170385396
NIFTYCASE,149075,0.05,-31.91523372382453
GROWWNIFTY,148076,0.05,28.007054063866942
AONENIFTY,132610,0.04,22.538556076104935
SMALL250,130611,0.04,246.54019633855137
ENERGY,93791,0.03,649.908051491165
CHEMICAL,89433,0.03,38.13112981697429
TOP15IETF,88292,0.03,258.022789019099
LTGILTCASE,86765,0.03,-0.3480038590526945
CASHIETF,83208,0.03,-19.3204956658328
AONELIQUID,81631,0.03,92.08650022354519
GROWWRLTY,76963,0.02,7.132615988529907
INTERNET,67946,0.02,18.226583842285674
EVIETF,65589,0.02,-55.30379436297225
AONETMMQ50,59877,0.02,13.860576557389518
FLEXIADD,58775,0.02,-40.91064462942856
MOSILVER,57475,0.02,-73.56948730093765
Select IPO Index,49185,0.02,499.23245614035085
SBIBPB,48147,0.02,48.66149998456171
MOGOLD,45762,0.01,-91.93533037970668
MOENERGY,39031,0.01,-15.225559827110619
SILVER360,28058,0.01,-95.15021407298705
CHOICEGOLD,27987,0.01,2.400204895539863
MOMIDMTM,27323,0.01,-70.40018199939334
LIQGRWBEES,23414,0.01,-90.81742704415589
Manufacturing Sector,17424,0.01,108.02292263610316
MOTOUR,17240,0.01,28.503279666070362
GROWWLOVOL,12743,0.0,-69.59944652527614
MONIFTY100,9449,0.0,87.48015873015873
MOALPHA50,9014,0.0,54.21727972626176
AXISVALUE,8573,0.0,-1.7758936755270394
ELM250,7365,0.0,68.57404440375372
EQUAL50,5666,0.0,4066.1764705882356
MOMENTUM30,5120,0.0,-19.01297057893072
MOIPO,4665,0.0,81.80046765393608
MONEXT50,3569,0.0,-38.9183638541845
ELIQUID,3524,0.0,-14.04878048780488
MON50EQUAL,3404,0.0,1720.3208556149732
GROWWNXT50,2686,0.0,-85.06367124506478
SNXT30BEES,2514,0.0,-54.04021937842779
MOINFRA,2259,0.0,-75.77479892761394
MOMNC,2072,0.0,109.92907801418438
ENIFTY,1977,0.0,118.69469026548674
SBILIQETF,1962,0.0,-99.30412206592752
MOMGF,1745,0.0,-48.90190336749634
MSCIADD,1611,0.0,-81.39078202610605
GROWWMC150,1130,0.0,101.067615658363
QUALITY30,1045,0.0,141.89814814814815
MANUFGBEES,1010,0.0,18.683901292596943
MOSERVICE,430,0.0,-57.925636007827784
MOPSE,418,0.0,-28.79045996592845
ESENSEX,169,0.0,-57.537688442211056
