SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,170125493,37.51,-7.864950517407275
Silver,151736758,33.45,-22.693563577409513
Metal Sector,18675251,4.12,-67.08039691041823
SILVERCASE,14856580,3.28,-13.460325852025148
IT Sector,11384295,2.51,-44.446954828746705
Midcap Stocks,11269274,2.48,-14.358342308427712
Largecap Stocks,9049154,1.99,-48.43233019614927
Public Sector Enterprise,8081137,1.78,212.3144734299517
Low Volatility Index,4610726,1.02,-7.332409617099925
Pharma Sector,4350973,0.96,11.72389160019084
Smallcap Stocks,4101122,0.9,-32.49307461441458
Defence Sector,3616712,0.8,-40.82723793352981
Gsecs - Bonds,2633291,0.58,-52.34618004457574
Banking & Finance Sector,2274632,0.5,45.49897270701297
MOGOLD,2093568,0.46,583.1991019331932
PSU Bank Sector,1633242,0.36,-10.62521341703659
Oil and Gas Sector,1435943,0.32,-48.66204988130309
USA Market,1162175,0.26,6.584401768190906
FMCG Sector,1037121,0.23,147.7937698008802
GROWWMETAL,986216,0.22,
MOSILVER,888102,0.2,328.6972094437713
AONEGOLD,835542,0.18,-14.901171157683107
GROWWSLVR,739998,0.16,-8.997357226920622
SILVERAG,708308,0.16,-11.716858985384775
SML100CASE,693087,0.15,-49.722055174024725
CHEMICAL,664640,0.15,50.099367660343276
Auto Sector,522799,0.12,-26.52033484753081
NIFTYCASE,476378,0.11,101.72601428746862
CASHIETF,473574,0.1,256.472713586752
GOLDADD,464335,0.1,-14.497973554005108
Capital Markets & Insurance,455432,0.1,-90.8169497437738
GROWWPOWER,408012,0.09,31.564148534134734
EV Sector,399708,0.09,-20.327057163245534
MOENERGY,395795,0.09,-58.937954860228544
Reality Sector,389959,0.09,-33.63845834439475
China Market,342124,0.08,-18.243493513228042
Healthcare Sector,256860,0.06,-39.44922985530615
GROWWNIFTY,233593,0.05,-35.783405450876685
SMALL250,225964,0.05,-38.529589388407985
NBFC Sector,216179,0.05,-10.555996888602023
GROWWCAPM,210017,0.05,-77.86566388674882
Infra Sector,178333,0.04,-49.53020552093415
Consumption Sector,159931,0.04,-64.60716925514635
SBILIQETF,131396,0.03,183.9214330473865
AONENIFTY,130046,0.03,-17.38705087157595
MID150,129112,0.03,201.00948872776442
FLEXIADD,127886,0.03,9.679245283018869
LTGILTCASE,116766,0.03,-18.581170597012843
EVIETF,116312,0.03,13.218860724993187
TOP15IETF,115390,0.03,5.37225930762417
GROWWNET,107280,0.02,30.7081241775915
Commodities,96040,0.02,-28.706638656085993
ENERGY,84455,0.02,-7.289093803172513
GROWWMOM50,84394,0.02,-42.172918008523936
GROWWSC250,64998,0.01,-41.69955510907003
GROWWRLTY,58676,0.01,4.599258414147176
ITADD,53212,0.01,-1.8808083788169345
Manufacturing Sector,41305,0.01,155.75851393188856
SBIBPB,40654,0.01,38.84088658174243
SILVER360,39562,0.01,-86.0154049000166
TOP20,37160,0.01,29.989155910029037
INTERNET,36246,0.01,-12.105339735195694
SNXT30BEES,36025,0.01,204.54814439090373
NIFTYADD,34817,0.01,292.21583868424017
CHOICEGOLD,33618,0.01,-24.899472790635333
MOMIDMTM,33156,0.01,-48.5650460736558
AONETMMQ50,25559,0.01,-60.90281920670614
SILVERBND,24190,0.01,-32.96755064150525
GOLDBND,23454,0.01,-8.271735304470257
GROWWLOVOL,21721,0.0,26.35099761503112
AONELIQUID,19450,0.0,6.651313264243022
MON50EQUAL,16674,0.0,501.2982329606924
AXISVALUE,14741,0.0,-76.37660256410257
ELM250,13270,0.0,8.832936931026
MOMENTUM30,11881,0.0,38.99157697707066
GROWWNXT50,11688,0.0,-32.95474100843228
DIVIDEND,11123,0.0,-33.99988132676675
ENIFTY,10110,0.0,133.4333872084969
LIQGRWBEES,9945,0.0,-91.28472526509508
Select IPO Index,6400,0.0,16.554361682753598
SMALLADD,6030,0.0,-69.06740535549399
MOTOUR,5199,0.0,-34.79242443245955
QUALITY30,2961,0.0,-26.17801047120419
MOIPO,2882,0.0,-10.856789359727808
MOMGF,2514,0.0,983.6206896551724
MIDCAPADD,2188,0.0,-48.29867674858223
MOPSE,2145,0.0,19.166666666666668
MONIFTY100,1671,0.0,-82.51909195522545
GROWWMC150,1583,0.0,-29.07706093189964
MONEXT50,1511,0.0,15.431627196333078
MOINFRA,1483,0.0,-73.93673110720562
MSCIADD,1475,0.0,-68.4761701218209
MANUFGBEES,1186,0.0,-65.62318840579711
BANKADD,1009,0.0,-75.37823328452905
MOALPHA50,863,0.0,-81.00374202069118
ELIQUID,400,0.0,-82.79569892473118
ESENSEX,307,0.0,-96.95738354806738
MOMNC,195,0.0,-90.78449905482042
EQUAL50,107,0.0,-91.59465828750982
MOSERVICE,25,0.0,-99.23076923076923
