SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,32400823,30.25,0.0
Silver,13521601,12.62,0.0
Largecap Stocks,10131386,9.46,0.0005823521439985108
Midcap Stocks,9790591,9.14,0.0
IT Sector,5157713,4.82,0.0
China Market,5012298,4.68,0.0
Gsecs - Bonds,3619336,3.38,0.0
Low Volatility Index,2652387,2.48,0.0
Metal Sector,2534651,2.37,0.0
Banking & Finance Sector,2528758,2.36,0.0
Smallcap Stocks,2494983,2.33,0.0
Public Sector Enterprise,1704291,1.59,0.0
Pharma Sector,1643140,1.53,0.0
USA Market,1573522,1.47,0.0
Oil and Gas Sector,937718,0.88,0.0
FMCG Sector,849997,0.79,0.0
PSU Bank Sector,692002,0.65,0.0
EV Sector,392256,0.37,0.0
Consumption Sector,347582,0.32,0.0
Defence Sector,337753,0.32,0.0
Auto Sector,296405,0.28,0.0
Healthcare Sector,139257,0.13,0.0
Infra Sector,87889,0.08,0.0
Reality Sector,57533,0.05,0.0
NBFC Sector,46879,0.04,0.0
Commodities,13737,0.01,0.0
Manufacturing Sector,5801,0.01,0.0
Capital Markets & Insurance,3228,0.0,0.0
