SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,101849763,32.94,-6.296169599304377
Silver,93906115,30.37,-13.216687028304147
IT Sector,14584291,4.72,-23.309357118176273
Largecap Stocks,10439087,3.38,1.6572852676946377
SILVERCASE,9485704,3.07,-18.780355569224827
Metal Sector,8473186,2.74,-23.535124700076203
Midcap Stocks,8241120,2.66,-26.201987439924135
Low Volatility Index,8190155,2.65,88.06805408817539
Pharma Sector,5429457,1.76,-41.2918194349351
PSU Bank Sector,4120323,1.33,70.860422124856
Healthcare Sector,3178025,1.03,-13.196014040393308
Smallcap Stocks,3143531,1.02,-5.1496574890901305
Defence Sector,2385768,0.77,10.696574661103769
Banking & Finance Sector,2321944,0.75,12.591931686761887
USA Market,2021713,0.65,1.9932882723355139
Public Sector Enterprise,1803276,0.58,6.986013259963513
Gsecs - Bonds,1787181,0.58,-42.65626990343036
Oil and Gas Sector,1478118,0.48,-15.37852492155391
MOGOLD,885546,0.29,1339.8653702318625
FMCG Sector,768398,0.25,-6.780284051550006
Consumption Sector,732662,0.24,172.9484958554531
Auto Sector,715360,0.23,-14.79062144146977
CASHIETF,535032,0.17,583.4936573027248
Capital Markets & Insurance,522836,0.17,-22.44423281741829
GROWWSLVR,495689,0.16,-37.02057644540159
NBFC Sector,448241,0.14,-31.797938301190616
SILVERAG,420034,0.14,-6.798912741998114
China Market,419596,0.14,-19.00644904750599
NIFTYCASE,367172,0.12,36.998854524627724
MOENERGY,359814,0.12,914.2176621473068
EV Sector,354164,0.11,-30.87000991575512
Reality Sector,349315,0.11,-29.853608578657777
AONEGOLD,340989,0.11,-53.26811672657952
GROWWRLTY,285057,0.09,137.51385220427105
MOSILVER,279780,0.09,240.97889143469993
GROWWPOWER,221345,0.07,-21.868216041821835
SML100CASE,204821,0.07,34.79765971029372
GROWWNET,190955,0.06,-63.11366950945073
INTERNET,151729,0.05,62.271798765815
GROWWMOM50,123101,0.04,-43.35131105445777
AXISVALUE,101414,0.03,250.00517687661778
GROWWNIFTY,101035,0.03,-28.921172042632527
GROWWSC250,99725,0.03,-30.585524758815584
AONENIFTY,97377,0.03,-56.01344300949954
Infra Sector,85148,0.03,-55.401215168657025
SBIBPB,82824,0.03,19.686131703299083
SMALL250,79226,0.03,2.808128519893073
Commodities,78467,0.03,60.93484012552044
MOMIDMTM,64820,0.02,143.62009997369114
LTGILTCASE,62196,0.02,200.92897232436619
MID150,58942,0.02,328.57558350905254
FLEXIADD,52888,0.02,-87.20589871739666
EVIETF,46554,0.02,-24.41182678725097
TOP15IETF,38501,0.01,-76.68372445117335
SILVER360,36018,0.01,-93.66548305572117
LIQGRWBEES,24127,0.01,-41.04293429122987
CHOICEGOLD,23419,0.01,-78.46687140256348
Manufacturing Sector,21669,0.01,43.020262688931425
GROWWLOVOL,14961,0.0,-48.07732352328729
AONELIQUID,12206,0.0,-33.56555815598977
MONIFTY100,12168,0.0,228.5097192224622
MON50EQUAL,10890,0.0,-13.392715126451407
MOTOUR,10204,0.0,108.88433981576253
SNXT30BEES,9433,0.0,19.148667424529496
MOPSE,8401,0.0,135.7182940516274
ENERGY,7915,0.0,-88.2955755353129
MOMENTUM30,7563,0.0,-40.46288278359443
Select IPO Index,7032,0.0,-5.9390048154093105
GROWWNXT50,4189,0.0,24.22894424673784
ELM250,3690,0.0,-93.35578083079749
QUALITY30,3482,0.0,73.66583541147132
MONEXT50,3353,0.0,38.72569300786098
MOINFRA,3300,0.0,33.603238866396765
MOALPHA50,3244,0.0,-26.805054151624546
SBILIQETF,1034,0.0,83.65896980461812
MANUFGBEES,913,0.0,-76.70918367346938
MOMGF,322,0.0,-95.6504119951371
EQUAL50,246,0.0,50.920245398773
ELIQUID,1,0.0,
