SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Silver,91254214,26.45,0.6491376576066515
Gold,89486807,25.93,-9.251621750346269
Smallcap Stocks,28738472,8.33,13.808185548411563
Largecap Stocks,16310793,4.73,-7.397774611577815
Midcap Stocks,16170350,4.69,-5.015094460649551
IT Sector,15508513,4.49,-13.181975208194302
Metal Sector,8940794,2.59,-34.59344621619014
SILVERCASE,7352068,2.13,-22.888370201203696
PSU Bank Sector,6315209,1.83,-4.701407626049532
Banking & Finance Sector,5609451,1.63,26.484557677867997
Low Volatility Index,5552197,1.61,40.983830094104384
Pharma Sector,3983705,1.15,13.542871165756083
Defence Sector,3527567,1.02,-29.220694011271505
MOGOLD,2114714,0.61,3430.7020619417317
Gsecs - Bonds,1977329,0.57,-15.79940000553579
Public Sector Enterprise,1933203,0.56,-43.27202973841556
SMALL250,1312195,0.38,235.56541530278233
China Market,1265417,0.37,49.39847085269561
GROWWPOWER,1186184,0.34,-31.194865821797986
USA Market,1122522,0.33,13.335002614983551
FMCG Sector,1014284,0.29,15.715173951981381
Infra Sector,1003608,0.29,1088.95404627359
Oil and Gas Sector,992774,0.29,-19.72731800716716
SML100CASE,970009,0.28,-49.98306143105899
CASHIETF,855235,0.25,105.1799089299509
Auto Sector,781046,0.23,-32.89729165019983
GROWWCAPM,740660,0.21,-41.054095954820816
Reality Sector,677686,0.2,-70.16008299164447
Capital Markets & Insurance,595655,0.17,34.79773155188645
Commodities,588063,0.17,773.3522440371877
Healthcare Sector,541567,0.16,-48.272772685289986
Consumption Sector,520713,0.15,6.673317791280335
GROWWSLVR,506608,0.15,36.699406368051804
MOSILVER,479136,0.14,453.1853972798855
NBFC Sector,471237,0.14,-37.10046850598647
SILVERAG,463183,0.13,106.98973504162738
EV Sector,342955,0.1,-35.16195568125745
AONEGOLD,328258,0.1,-34.34761217134606
ENERGY,313181,0.09,462.04192240048815
GROWWNIFTY,304227,0.09,-1.7732202415738136
AONENIFTY,209229,0.06,3.8285181178478913
CHOICEGOLD,199622,0.06,446.11659781686865
GROWWSC250,193085,0.06,-61.86510138824974
GROWWMOM50,192723,0.06,-23.005657030538377
MID150,173547,0.05,200.58194918336594
GROWWNET,172218,0.05,-35.53605785427132
LTGILTCASE,170393,0.05,91.34960919953284
NIFTYCASE,161418,0.05,-65.84700147260449
CHEMICAL,140049,0.04,-45.11949966495421
MOTOUR,139162,0.04,106.67726077851871
TOP15IETF,133313,0.04,-13.165282527275687
EVIETF,132730,0.04,-25.64395594545842
FLEXIADD,131465,0.04,-45.41986000514809
GROWWRLTY,78799,0.02,-85.7702663413771
GROWWNXT50,65808,0.02,268.6103175936817
SILVER360,63733,0.02,77.96051713065089
AONETMMQ50,59849,0.02,-60.50300934480756
AONELIQUID,56708,0.02,-48.82365150845148
INTERNET,46869,0.01,-49.5554933700706
MOENERGY,45129,0.01,5.181093553349182
SBIBPB,38234,0.01,-50.33642480450992
MOMIDMTM,36244,0.01,-32.403297400126824
Manufacturing Sector,30740,0.01,6.9663859697960895
GROWWLOVOL,27445,0.01,10.101496369398644
ELM250,24856,0.01,6.967336575289409
AXISVALUE,22152,0.01,-55.40524217900713
MANUFGBEES,19684,0.01,318.2745431364216
Select IPO Index,18729,0.01,-44.42103388925159
LIQGRWBEES,15527,0.0,16.56031829442234
MOMENTUM30,14196,0.0,-4.871674596260806
SBILIQETF,12383,0.0,417.2514619883041
MONIFTY100,12235,0.0,529.3724279835391
MON50EQUAL,11345,0.0,1.8036611629576456
QUALITY30,10771,0.0,-44.473657078049285
MOALPHA50,9795,0.0,36.07946651847735
MOINFRA,8296,0.0,-23.2633428914994
SNXT30BEES,7900,0.0,-73.24482676872015
MONEXT50,4463,0.0,-60.511413909042645
MOSERVICE,3763,0.0,-37.55393295718553
ELIQUID,3500,0.0,-66.03590490053372
MSCIADD,2633,0.0,-62.80548100014126
MOIPO,2344,0.0,-40.12771392081737
GROWWMC150,1897,0.0,0.7970244420828906
MOMNC,1457,0.0,-76.23552438427663
MOMGF,1347,0.0,111.79245283018868
ENIFTY,1248,0.0,-74.12398921832884
MOPSE,712,0.0,-57.54323196183662
EQUAL50,601,0.0,-37.849017580144775
ESENSEX,403,0.0,-48.13384813384813
