SYMBOL,VOLUME,PERCENTAGE,% Change From Yesterday
Gold,58397101,27.17,-24.9208290051921
Silver,37795097,17.58,-12.105243207039933
Metal Sector,16565339,7.71,-61.16653164117428
Largecap Stocks,13976389,6.5,-7.26061000728106
Midcap Stocks,11545283,5.37,-4.586898255185487
IT Sector,6284745,2.92,1.3113950202099045
PSU Bank Sector,5883555,2.74,53.26192031079825
Low Volatility Index,4748283,2.21,-11.415836814861551
Banking & Finance Sector,4425661,2.06,129.724745212317
SILVERCASE,3868460,1.8,-31.41841863083971
Gsecs - Bonds,3773456,1.76,5.714949279485458
Smallcap Stocks,3768838,1.75,16.33235752763514
Public Sector Enterprise,3416226,1.59,38.59288841576414
USA Market,3170219,1.47,21.83510968437663
Defence Sector,2926695,1.36,22.05359157287884
Oil and Gas Sector,2645298,1.23,1.1970124039406154
Pharma Sector,2449987,1.14,14.363795497776897
MOSILVER,2191245,1.02,33.99053304658937
CASHIETF,1997858,0.93,299.2426240777599
Auto Sector,1103177,0.51,101.15660163707543
Reality Sector,969770,0.45,45.334626169134694
Capital Markets & Insurance,868276,0.4,94.91671530552686
NBFC Sector,596031,0.28,55.28434315012818
China Market,546422,0.25,-52.91328689768445
NIFTYCASE,536261,0.25,54.891585335208845
GROWWPOWER,453860,0.21,-31.55471505763091
FMCG Sector,422829,0.2,-16.17770376758155
EV Sector,397157,0.18,-25.6455236454862
AONEGOLD,344793,0.16,5.186199827330053
Consumption Sector,343976,0.16,-32.15115568056744
SILVERAG,330466,0.15,16.676375987261373
Infra Sector,322661,0.15,362.88841706596276
GROWWSC250,315290,0.15,-33.51580341309019
GROWWNET,263508,0.12,-19.030484788333368
SML100CASE,217307,0.1,-26.765096418918468
AONENIFTY,180813,0.08,6.218130977277533
GROWWSLVR,180668,0.08,-21.962386723913024
Healthcare Sector,173461,0.08,-21.050379817123403
GROWWMOM50,149553,0.07,-48.19975685027588
GROWWNIFTY,109413,0.05,-1.8611868541905854
GROWWRLTY,97579,0.05,4.753572157035351
Commodities,87225,0.04,-65.73970423613974
MOMIDMTM,81308,0.04,27.947378359665137
FLEXIADD,79743,0.04,-57.86478560672109
TOP15IETF,75588,0.04,-83.96320286162248
LIQGRWBEES,69836,0.03,152.32503522780647
SBIBPB,69323,0.03,-43.338101270995956
MOENERGY,60566,0.03,-55.79124087591241
ELM250,59140,0.03,-60.38609159292925
INTERNET,45733,0.02,-46.10580152491839
EVIETF,42621,0.02,-83.26796923765443
MOGOLD,38209,0.02,-98.92090059288476
AONELIQUID,36040,0.02,-42.603239317736616
LTGILTCASE,26243,0.01,-77.47381974248927
AXISVALUE,23721,0.01,-63.8603226838521
MOTOUR,22837,0.01,-11.063945790170573
SILVER360,19932,0.01,-25.718331904744158
GROWWLOVOL,16944,0.01,30.1482448728781
MID150,12583,0.01,-26.203741716028382
Manufacturing Sector,11675,0.01,-51.21798353737517
Select IPO Index,10422,0.0,-81.6620625340911
MANUFGBEES,6927,0.0,63.411181882519465
MOMENTUM30,6216,0.0,-60.88844145221166
GROWWNXT50,5750,0.0,-15.341578327444052
MON50EQUAL,5098,0.0,-52.857407064915854
SNXT30BEES,4999,0.0,-78.5662221841101
MOINFRA,3875,0.0,-31.11111111111111
MONEXT50,3480,0.0,-28.89252145484266
MOALPHA50,3222,0.0,701.4925373134329
MONIFTY100,3036,0.0,-75.46468401486989
QUALITY30,2256,0.0,121.82890855457227
MOMGF,1614,0.0,-19.581464872944693
EQUAL50,1108,0.0,758.9147286821706
MOPSE,579,0.0,-94.25936942296252
SBILIQETF,484,0.0,-98.7522879018329
